toss_winner_is_team1,toss_decision,venue,team1_win_rate,team2_win_rate,win_rate_diff,recent_form_diff,h2h_diff,experience_diff
0,0,16,0.39215686274509803,0.5714285714285714,-0.17927170868347336,-1,0.0,-10
1,0,40,0.4782608695652174,0.45714285714285713,0.021118012422360277,0,0.2,-59
1,0,36,0.4528301886792453,0.5663716814159292,-0.1135414927366839,-2,0.0,-7
1,0,51,0.5701754385964912,0.49523809523809526,0.07493734335839597,0,0.7,9
0,0,16,0.39805825242718446,0.49056603773584906,-0.0925077853086646,1,-0.4,-3
0,0,40,0.48936170212765956,0.4716981132075472,0.017663588920112383,0,-0.1,-59
0,0,22,0.4672897196261682,0.48598130841121495,-0.01869158878504673,-1,0.0,0
0,0,14,0.49074074074074076,0.4485981308411215,0.042142609899619266,3,0.6,1
0,0,36,0.4444444444444444,0.40384615384615385,0.040598290598290565,-4,0.1,4
1,0,11,0.5739130434782609,0.5,0.07391304347826089,0,0.1,67
1,0,36,0.44954128440366975,0.46296296296296297,-0.013421678559293215,0,0.4,1
0,0,22,0.46788990825688076,0.5689655172413793,-0.10107560898449858,-2,-0.2,-7
0,0,40,0.5102040816326531,0.4,0.11020408163265305,0,0.4,-56
1,1,11,0.5726495726495726,0.44545454545454544,0.12719502719502718,2,0.1,7
1,1,36,0.45045045045045046,0.5,-0.04954954954954954,-2,-0.3,61
0,0,11,0.5677966101694916,0.4056603773584906,0.16213623281100098,-1,-0.1,12
0,0,14,0.4954128440366973,0.4636363636363636,0.03177648040033365,2,0.1,-1
0,0,22,0.46846846846846846,0.44642857142857145,0.022039897039897005,0,-0.3,-1
1,0,45,0.40186915887850466,0.5098039215686274,-0.10793476269012275,-1,-0.3,56
0,0,14,0.4909090909090909,0.5,-0.009090909090909094,-1,0.3,58
0,0,45,0.4074074074074074,0.4732142857142857,-0.06580687830687831,0,-0.3,-4
0,0,16,0.49056603773584906,0.4954954954954955,-0.004929457759646427,-1,-0.4,-58
0,1,22,0.4778761061946903,0.5,-0.022123893805309713,2,0.0,59
0,0,40,0.509090909090909,0.47368421052631576,0.035406698564593275,0,0.1,-59
1,1,24,0.46956521739130436,0.4036697247706422,0.06589549262066213,1,0.4,6
1,0,51,0.5714285714285714,0.49107142857142855,0.08035714285714285,0,0.8,7
0,1,19,0.4424778761061947,0.47413793103448276,-0.03166005492828805,-1,0.2,-3
1,0,51,0.575,0.5178571428571429,0.05714285714285705,0,0.0,64
1,0,14,0.48672566371681414,0.4473684210526316,0.03935724266418256,0,0.7,-1
0,0,22,0.4700854700854701,0.5785123966942148,-0.10842692660874476,-2,-0.3,-4
0,0,14,0.49122807017543857,0.5087719298245614,-0.01754385964912286,-1,0.3,57
1,1,16,0.4,0.4434782608695652,-0.04347826086956519,0,-0.2,-5
1,1,16,0.40540540540540543,0.4956521739130435,-0.09024676850763808,-1,-0.3,-4
0,0,40,0.5,0.4396551724137931,0.060344827586206906,2,0.4,-58
1,1,40,0.5084745762711864,0.4017857142857143,0.10668886198547212,1,0.2,-53
0,0,19,0.4358974358974359,0.5819672131147541,-0.14606977721731818,-3,0.0,-5
0,0,51,0.5853658536585366,0.39823008849557523,0.18713576516296132,4,0.0,10
0,0,14,0.5,0.4661016949152542,0.03389830508474578,2,0.0,-2
1,0,14,0.5042735042735043,0.39473684210526316,0.1095366621682411,3,0.4,3
1,0,36,0.4322033898305085,0.5166666666666667,-0.08446327683615823,-2,-0.5,58
1,0,36,0.42857142857142855,0.391304347826087,0.037267080745341574,-1,0.1,4
0,0,40,0.5245901639344263,0.5084745762711864,0.01611558766323984,-2,-0.4,-57
0,1,51,0.5887096774193549,0.46218487394957986,0.12652480346977502,4,0.4,5
1,0,16,0.3879310344827586,0.532258064516129,-0.14432703003337038,-4,-0.3,54
1,0,22,0.4583333333333333,0.43333333333333335,0.024999999999999967,0,-0.3,0
1,0,16,0.39316239316239315,0.592,-0.19883760683760682,-4,-0.1,-8
0,0,22,0.45454545454545453,0.5042016806722689,-0.04965622612681436,-4,-0.1,2
0,1,40,0.5238095238095238,0.5952380952380952,-0.0714285714285714,-1,-0.1,-63
